"src","pat_text"
"drug","chimaphila umbellata extract"
"drug","chimonanthus praecox flower oil"
"drug","chimonanthus praecox whole extract"
"drug","chinese chestnut extract"
"drug","chinese cinnamon extract"
"drug","chinese cinnamon leaf oil"
"drug","chinese cinnamon oil"
"drug","chinese elm pollen extract"
"drug","chinese rhubarb root exract"
"drug","chinese yam extract"
"drug","chinquapin oak pollen extract"
"drug","chiococca alba root extract"
"drug","chionanthus virginicus bark extract"
"drug","chiro-inositol, (+)-"
"drug","chitosan"
"drug","chitosan high molecular weight (400-800 mpa.s)"
"drug","chitosan medium molecular weight (200-400 mpa.s)"
"drug","chitosan medium molecular weight (200-800 mpa.s)"
"drug","chitosan oligosaccharide"
"drug","chlamydia trachomatis"
"drug","chlamydomonas reinhardtii"
"drug","chlophedianol"
"drug","chloral betaine"
"drug","chlorambucil"
"drug","chloramine-t"
"drug","chloramphenicol"
"drug","chlorate ion"
"drug","chlorcyclizine"
"drug","chlordiazepoxide"
"drug","chlorella emersonii extract"
"drug","chlorella minutissima extract"
"drug","chlorella pyrenoidosa extract"
"drug","chlorella vulgaris extract"
"drug","chlorfenethazine"
"drug","chlorhexidine"
"drug","chloric acid"
"drug","chloride hexahydrate"
"drug","chloride ion"
"drug","chlorine"
"drug","chlorine dioxide"
"drug","chlorite ion"
"drug","chlormadinone"
"drug","chlormethiazole"
"drug","chlormezanone"
"drug","chloroacetate"
"drug","chlorobutanol"
"drug","chlorocitric acid"
"drug","chlorocresol"
"drug","chloroform"
"drug","chlorogenic acid"
"drug","chlorokojic acid"
"drug","chloromethyl methyl ether"
"drug","chlorophyll"
"drug","chlorophyllin"
"drug","chlorophyllin copper complex"
"drug","chlorophytum borivilianum whole extract"
"drug","chloroprocaine"
"drug","chloropropylate"
"drug","chloropyramine"
"drug","chloroquine"
"drug","chlorothen"
"drug","chlorotheophylline"
"drug","chlorothiazide"
"drug","chlorothymol"
"drug","chlorotrianisene"
"drug","chlorous acid"
"drug","chloroxine"
"drug","chloroxylenol"
"drug","chlorozotocin"
"drug","chlorphenesin"
"drug","chlorphenindione"
"drug","chlorpheniramine"
"drug","chlorphenoxamine"
"drug","chlorproethazine"
"drug","chlorpromazine"
"drug","chlorpropamide"
"drug","chlorprothixene"
"drug","chlorquinaldol"
"drug","chlortetracycline"
"drug","chlorthalidone"
"drug","chlorthenoxazin"
"drug","chlortheophylline"
"drug","chlorzoxazone"
"drug","chocolate allergenic extract"
"drug","chocolate brown ht free acid"
"drug","chocolate cacao bean allergenic extract"
"drug","chocolate hind preparation"
"drug","cholate"
"drug","cholecalciferol"
"drug","cholecystokinin"
"drug","cholesterol"
"drug","cholesteryl-behenyl-octyldodecyl lauroyl glutamate"
"drug","cholesteryl-octyldodecyl lauroyl glutamate"
"drug","cholesteryl chloride"
"drug","cholesteryl isostearate"
"drug","cholesteryl macadamiate"
"drug","cholesteryl nonanoate"
"drug","cholesteryl oleate"
"drug","cholesteryl oleyl carbonate"
"drug","cholesteryl stearate"
"drug","cholesteryl sulfate"
"drug","cholestyramine resin"
"drug","choleth-20"
"drug","cholic acid"
"drug","choline"
"drug","choline fenofibrate"
"drug","choline hydroxide"
"drug","choline magnesium trisalicylate"
"drug","chondrodendron tomentosum root extract"
"drug","chondroitin 4-sulfate"
"drug","chondroitin 6-sulfate"
"drug","chondroitin sulfate (chicken)"
"drug","chondroitin sulfates"
"drug","chondrus crispus carrageenan"
"drug","chondrus crispus extract"
"drug","chondrus preparation"
"drug","chorionic gonadotropin"
"drug","chromic bromide"
"drug","chromic cation"
"drug","chromic chloride"
"drug","chromic fluoride"
"drug","chromic phosphate p32"
"drug","chromic sulfate"
"drug","chromium"
"drug","chromium aspartate"
"drug","chromium citrate"
"drug","chromium dioxide"
"drug","chromium gluconate"
"drug","chromium nicotinic acid complex"
"drug","chromium oxide"
"drug","chromium picolinate"
"drug","chromium polynicotinate"
"drug","chromium trioxide"
"drug","chromium, chelated"
"drug","chromocarb diethylamine"
"drug","chromonar"
"drug","chromous chloride"
"drug","chrysanthellum indicum flower oil"
"drug","chrysanthellum indicum subsp. afroamericanum extract"
"drug","chrysanthellum indicum whole extract"
"drug","chrysanthemic acid, (+/-)-"
"drug","chrysanthemin extract"
"drug","chrysanthemum indicum top extract"
"drug","chrysanthemum indicum whole extract"
"drug","chrysanthemum x morifolium flower extract"
"drug","chrysanthemum x morifolium whole extract"
"drug","chrysanthemum zawadskii whole extract"
"drug","chrysarobin"
"drug","chrysin"
"drug","chrysonilia sitophila allergenic extract"
"drug","chrysopogon zizanioides whole extract"
"drug","chrysops vittatus whole allergenic extract"
"drug","chrysosplenetin"
"drug","chymopapain"
"drug","chymosin"
"drug","chymotrypsin"
"drug","chysanthellum indicum top extract"
"drug","cibotium barometz root extract"
"drug","cicada periostracum extract"
"drug","cichorium intybus flower extract"
"drug","cichorium intybus whole extract"
"drug","ciclesonide"
"drug","cicletanine"
"drug","ciclopirox"
"drug","cicloxilic acid"
"drug","cicuta virosa root extract"
"drug","cicuta virosa whole extract"
"drug","cider vinegar"
"drug","cidofovir"
"drug","cifenline"
"drug","cifostodine"
"drug","cilantro extract"
"drug","cilastatin"
"drug","cilazapril"
"drug","cilgavimab"
"drug","cilostazol"
"drug","ciltacabtagene autoleucel"
"drug","cimetidine"
"drug","cimex lectularius preparation"
"drug","cimicifuga simplex root extract"
"drug","cina artemisia preparation"
"drug","cinacalcet"
"drug","cinametic acid"
"drug","cinchona bark extract"
"drug","cinchona officinalis bark extract"
"drug","cinchona officinalis preparation"
"drug","cinchona officinalis whole extract"
"drug","cinchona pubescens bark extract"
"drug","cinchona pubescens preparation"
"drug","cinchona pubescens whole extract"
"drug","cinidon-ethyl"
"drug","cinitapride"
"drug","cinnamate"
"drug","cinnamedrine"
"drug","cinnamic aldehyde"
"drug","cinnamido benzylpiperidinyl ethoxypropylbenzamide"
"drug","cinnamomum aromaticum whole extract"
"drug","cinnamomum camphora leaf extract"
"drug","cinnamomum camphora leafy twig extract"
"drug","cinnamomum camphora resin"
"drug","cinnamomum camphora whole extract"
"drug","cinnamomum cassia twig extract"
"drug","cinnamomum culilaban leaf oil"
"drug","cinnamomum loureiroi whole extract"
"drug","cinnamomum verum whole extract"
"drug","cinnamon allergenic extract"
"drug","cinnamon bark"
"drug","cinnamon oil"
"drug","cinnamon oil, bark"
"drug","cinnamon oil, leaf"
"drug","cinnamon preparation"
"drug","cinnamyl alcohol"
"drug","cinnarizine"
"drug","cinoxacin"
"drug","cinoxate"
"drug","cipaglucosidase alfa"
"drug","ciprofibrate"
"drug","ciprofloxacin"
"drug","cirsium arvense flowering top"
"drug","cirsium arvense stem extract"
"drug","cirsium japonicum extract"
"drug","cirsium japonicum flowering top extract"
"drug","cirsium japonicum root extract"
"drug","cisapride"
"drug","cisatracurium"
"drug","cisplatin"
"drug","cissus quadrangularis whole extract"
"drug","cistanche deserticola stem extract"
"drug","cistanche deserticola whole extract"
"drug","cistanche tinctoria stem extract"
"drug","cistus incanus flowering top extract"
"drug","cistus incanus whole extract"
"drug","cistus ladanifer resin"
"drug","cistus monspeliensis leaf extract"
"drug","cistus monspeliensis whole extract"
"drug","citalopram"
"drug","citharacanthus spinicrus preparation"
"drug","citicoline"
"drug","citiolone"
"drug","citraconate"
"drug","citral"
"drug","citral propylene glycol acetal"
"drug","citrate"
"drug","citric acid"
"drug","citric acid acetate"
"drug","citric acid isopropyl ether"
"drug","citrobacter koseri"
"drug","citronella oil"
"drug","citronellal"
"drug","citronellene lactone"
"drug","citronellol acetate, (r)-"
"drug","citronellol acetate, (s)-"
"drug","citronellyl acetate"
"drug","citronellyl methylcrotonate"
"drug","citronellyl nitrile, (+/-)"
"drug","citronitrile"
"drug","citrulline"
"drug","citrullus colocynthis fruit extract"
"drug","citrullus colocynthis fruit pulp extract"
"drug","citrullus colocynthis whole extract"
"drug","citrullus lanatus var. citroides whole extract"
"drug","citrullus lanatus var. lanatus whole extract"
"drug","citrus aurantiifolia flower extract"
"drug","citrus aurantiifolia fruit oil"
"drug","citrus aurantiifolia leaf oil"
"drug","citrus aurantiifolia seed oil"
"drug","citrus aurantiifolia whole extract"
"drug","citrus aurantium flower extract"
"drug","citrus aurantium flower oil"
"drug","citrus aurantium flower wax"
"drug","citrus aurantium fruit extract"
"drug","citrus aurantium fruit oil"
"drug","citrus aurantium fruit rind extract"
"drug","citrus aurantium leafy twig extract"
"drug","citrus aurantium leafy twig oil"
"drug","citrus aurantium seed extract"
"drug","citrus bergamia leaf extract"
"drug","citrus bergamia leaf oil"
"drug","citrus bergamia whole extract"
"drug","citrus japonica fruit extract"
"drug","citrus juice"
"drug","citrus junos fruit extract"
"drug","citrus junos fruit oil"
"drug","citrus junos fruit rind extract"
"drug","citrus junos seed extract"
"drug","citrus limon flowering top oil"
"drug","citrus limon fruit oil"
"drug","citrus limon seed oil"
"drug","citrus limon whole extract"
"drug","citrus maxima fruit oil"
"drug","citrus maxima fruit rind extract"
"drug","citrus maxima fruit rind oil"
"drug","citrus maxima leaf extract"
"drug","citrus maxima seed extract"
"drug","citrus maxima seed oil"
"drug","citrus medica fruit extract"
"drug","citrus medica whole extract"
"drug","citrus nobilis extract"
"drug","citrus nobilis whole extract"
"drug","citrus paradisi fruit oil"
"drug","citrus paradisi whole extract"
"drug","citrus pectin"
"drug","citrus pectin extract"
"drug","citrus reticulata fruit oil"
"drug","citrus reticulata leaf oil"
"drug","citrus reticulata whole extract"
"drug","citrus sinensis flower extract"
"drug","citrus sinensis flower oil"
"drug","citrus sinensis flower wax"
"drug","citrus sinensis fruit oil"
"drug","citrus sinensis leaf extract"
"drug","citrus sinensis seed oil"
"drug","citrus sinensis whole extract"
"drug","cjc-1295"
"drug","cladanthus mixtus flower volatile oil"
"drug","cladanthus mixtus whole extract"
"drug","cladonia rangiferina whole extract"
"drug","cladosiphon okamuranus preparation"
"drug","cladosoprium cladosporioides allergenic extract"
"drug","cladosporium bruhnei extract"
"drug","cladosporium cladosporioides allergenic extract"
"drug","cladosporium cladosporioides extract"
"drug","cladosporium herbarum allergenic extract"
"drug","cladosporium sphaerospermum allergenic extract"
"drug","cladribine"
"drug","clam allergenic extract"
"drug","clarithromycin"
"drug","clary sage extract"
"drug","clary sage oil"
"drug","clascoterone"
"drug","claviceps purpurea sclerotium"
"drug","clavulanate"
"drug","clebopride"
"drug","clemastine"
"drug","clematis armandii stem extract"
"drug","clematis chinensis root extract"
"drug","clematis hexapetala root extract"
"drug","clematis hexapetala whole extract"
"drug","clematis recta flowering top extract"
"drug","clematis recta whole extract"
"drug","clematis virginiana top"
"drug","clematis vitalba flower extract"
"drug","clematis vitalba leaf extract"
"drug","clematis vitalba top extract"
"drug","clematis vitalba whole extract"
"drug","clemizolpenicillin"
"drug","clenbuterol"
"drug","cleome gynandra leaf extract"
"drug","cleome gynandra whole extract"
"drug","clerodendranthus spicatus leaf extract"
"drug","clevidipine"
"drug","clidinium"
"drug","climbazole"
"drug","clindamycin"
"drug","clinopodium chinense whole extract"
"drug","clinoptilolite"
"drug","clioquinol"
"drug","clobazam"
"drug","clobenzorex"
"drug","clobetasol"
"drug","clobetasone"
"drug","clobutinol"
"drug","clocinizine"
"drug","clocortolone"
"drug","clodronic acid"
"drug","clofarabine"
"drug","clofazimine"
"drug","clofexamide"
"drug","clofezone"
"drug","clofibrate"
"drug","clofoctol"
"drug","clomiphene"
"drug","clomipramine"
"drug","clomocycline"
"drug","clonazepam"
"drug","clonidine"
"drug","clonitrate"
"drug","clonixin"
"drug","clonostachys rosea f. rosea allergenic extract"
"drug","clopamide"
"drug","cloperastine"
"drug","clopidogrel"
"drug","clopidol"
"drug","cloprednol"
"drug","cloprostenol"
"drug","clopyralid"
"drug","clorazepate"
"drug","clorophene"
"drug","clorsulon"
"drug","clospirazine"
"drug","clostebol"
"drug","clostridioides difficile"
"drug","clostridium botulinum"
"drug","clostridium perfringens"
"drug","clothianidin"
"drug","clothiapine"
"drug","clotiazepam"
"drug","clotrimazole"
"drug","clove allergenic extract"
"drug","clove leaf extract"
"drug","clove leaf oil"
"drug","clove oil"
"drug","clove preparation"
"drug","clove stem oil"
"drug","cloxacillin"
"drug","cloxazolam"
"drug","clozapine"
"drug","cluster fig extract"
"drug","cnidium monnieri fruit oil"
"drug","cnidium monnieri whole extract"
"drug","cnidium officinale root extract"
"drug","cnidium officinale root oil"
"drug","cnidium officinale whole extract"
"drug","cnidium seed extract"
"drug","coachwhip stem extract"
"drug","coagulation factor ix recombinant immunoglobulin g1 fusion protein"
"drug","coal tar"
"drug","coast live oak pollen extract"
"drug","coast maple pollen extract"
"drug","coast sage pollen extract"
"drug","cobalt"
"drug","cobalt acetate"
"drug","cobalt gluconate"
"drug","cobalt oxide"
"drug","cobalt sulfate"
"drug","cobalt titanium oxide"
"drug","cobaltous carbonate"
"drug","cobaltous cation"
"drug","cobaltous chloride"
"drug","cobaltous nitrate"
"drug","cobaltous phosphate"
"drug","cobamamide"
"drug","cobicistat"
"drug","cobimetinib"
"drug","cocaine"
"drug","cocaine esterase"
"drug","cocamide"
"drug","cocamidopropyl betaine"
"drug","cocamidopropyl dimethylamine"
"drug","cocamidopropyl dimethylamine propionate"
"drug","cocamidopropyl hydroxysultaine"
"drug","cocamidopropyl pg-dimonium chloride phosphate"
"drug","cocamidopropyl propylene glycol-dimonium chloride"
"drug","cocamidopropylamine oxide"
"drug","cocamine"
"drug","cocamine oxide"
"drug","coccidioides immitis spherule"
"drug","coccidioidin"
"drug","coccinella septempunctata preparation"
"drug","coccinia grandis fruit extract"
"drug","coccinia grandis leaf extract"
"drug","coccinia grandis whole extract"
"drug","coceth-7"
"drug","coceth-7 carboxylic acid"
"drug","cochineal"
"drug","cochlearia officinalis flowering top extract"
"drug","cochlearia officinalis leaf extract"
"drug","cochliobolus lunatus allergenic extract"
"drug","cochliobolus sativus allergenic extract"
"drug","cochliobolus spicifer allergenic extract"
"drug","cocklebur extract"
"drug","cocklebur pollen extract"
"drug","coco-betaine"
"drug","coco-caprylate"
"drug","coco-caprylate-caprate"
"drug","coco-glycerides"
"drug","coco-oleamidopropyl betaine"
"drug","coco-sulfate"
"drug","coco diethanolamide"
"drug","coco diisopropanolamide"
"drug","coco glucoside"
"drug","coco monoethanolamide"
"drug","coco monoisopropanolamide"
"drug","cocoa bean allergenic extract"
"drug","cocoa butter"
"drug","cocoa extract"
"drug","cocoa shell extract"
"drug","cocoamphoacetate"
"drug","cocoamphodiacetate"
"drug","cocoamphodipropionate"
"drug","cocoate"
"drug","cocodimonium hydroxypropyl hydrolyzed keratin (1000 mw)"
"drug","coconut acid"
"drug","coconut alcohol"
"drug","coconut allergenic extract"
"drug","coconut extract"
"drug","coconut juice"
"drug","coconut oil"
"drug","coconut oil glycereth-8 esters"
"drug","coconut water"
"drug","cocos nucifera whole extract"
"drug","cocotrimonium chloride"
"drug","cocoyl glutamate"
"drug","cocoyl glycinate"
"drug","cocoyl isethionate"
"drug","cocoyl methyl monoethanolamine"
"drug","cocoyl proline"
"drug","cocoyl sarcosinate"
"drug","cod liver oil"
"drug","cod, unspecified preparation"
"drug","codeine"
"drug","codfish allergenic extract"
"drug","codium fragile extract"
"drug","codium tomentosum extract"
"drug","codonopsis lanceolata root extract"
"drug","codonopsis pilosula root extract"
"drug","codonopsis pilosula whole extract"
"drug","coenochloris signiensis extract"
"drug","coenzyme a"
"drug","coffea arabica fruit extract"
"drug","coffea arabica seed, roasted, extract"
"drug","coffea arabica whole extract"
"drug","coffee bean allergenic extract"
"drug","coffee fruit preparation"
"drug","coix lacryma-jobi seed extract"
"drug","coix lacryma-jobi seed oil"
"drug","coix lacryma-jobi var. ma-yuen seed extract"
"drug","coix lacryma-jobi var. ma-yuen seed oil"
"drug","cola acuminata seed extract"
"drug","cola extract"
"drug","cola nut extract"
"drug","colchiceine"
"drug","colchicine"
"drug","colchicum autumnale bulb extract"
"drug","colchicum autumnale flower extract"
"drug","colchicum autumnale seed extract"
"drug","colchicum autumnale whole extract"
"drug","colesevelam"
"drug","colestipol"
"drug","coleus forskohlii root oil"
"drug","colfosceril"
"drug","colistin"
"drug","collagen"
"drug","collagen alpha-1(i) chain (bovine)"
"drug","collagen alpha-1(ii) chain (human)"
"drug","collagen alpha-1(iii) (human)"
"drug","collagen hemostat"
"drug","collagen type i"
"drug","collagen type ii"
"drug","collagen type v"
"drug","collagen, hydrolyzed"
"drug","collagen, soluble, fish skin"
"drug","collagen,activated"
"drug","collagenase"
"drug","collagenase clostridium histolyticum"
"drug","colletotrichum coccodes allergenic extract"
"drug","collinsonia canadensis root extract"
"drug","collinsonia canadensis whole extract"
"drug","collinsonia extract"
"drug","colloid sulfur"
"drug","colloidal oatmeal"
"drug","colocasia esculenta root extract"
"drug","colonial bent grass pollen extract"
"drug","coltsfoot leaf extract"
"drug","combretum indicum whole extract"
"drug","combretum micranthum leaf extract"
"drug","combretum micranthum whole extract"
"drug","comfrey leaf extract"
"drug","comfrey root extract"
"drug","commiphora africana resin"
"drug","commiphora madagascariensis resin"
"drug","commiphora myrrha stem bark"
"drug","commiphora myrrha top extract"
"drug","commiphora myrrha whole extract"
"drug","commiphora wightii resin"
"drug","common carp allergenic extract"
"drug","common chickweed leaf extract"
"drug","common cocklebur pollen extract"
"drug","common cockleburr pollen extract"
"drug","common hazel pollen extract"
"drug","common paper wasp venom protein"
"drug","common sagebrush pollen extract"
"drug","common wasp venom protein"
"drug","common wormwood pollen extract"
"drug","comocladia dentata bark-leaf extract"
"drug","compound benzoin tincture (usp)"
"drug","concord grape allergenic extract"
"drug","concord grape juice"
"drug","condoliase"
"drug","coniferyl alcohol"
"drug","coniine"
"drug","conium maculatum flowering top extract"
"drug","conium maculatum fruit extract"
"drug","conium maculatum leaf extract"
"drug","conium maculatum preparation"
"drug","conium maculatum root extract"
"drug","conium maculatum whole extract"
"drug","conium preparation"
"drug","conivaptan"
"drug","consolida regalis flower extract"
"drug","constant albicans extract"
"drug","convallaria majalis bulb extract"
"drug","convallaria majalis extract"
"drug","convallaria majalis flower top extract"
"drug","convolvulus arvensis extract"
"drug","conyza canadensis extract"
"drug","cootamundra wattle pollen extract"
"drug","copaifera officinalis resin"
"drug","copanlisib"
"drug","copernicia alba whole extract"
"drug","copernicia prunifera whole extract"
"drug","copiba oil"
"drug","copper"
"drug","copper arsenate"
"drug","copper carbonate"
"drug","copper chloride"
"drug","copper edta"
"drug","copper gluconate"
"drug","copper naphthenate"
"drug","copper sulfate"
"drug","coptis chinensis root extract"
"drug","coptis deltoidea root extract"
"drug","coptis japonica root extract"
"drug","coptis japonica whole extract"
"drug","coptis teeta root extract"
"drug","corallina officinalis extract"
"drug","corallium rubrum exoskeleton preparation"
"drug","corallium rubrum whole extract"
"drug","corchorus olitorius leaf extract"
"drug","cordia boissieri whole extract"
"drug","cordia dichotoma fruit extract"
"drug","cordia dichotoma whole extract"
"drug","cordia sebestena flower extract"
"drug","cordycepin"
"drug","cordyceps gunnii fruiting body extract"
"drug","cordyceps militaris fruiting body extract"
"drug","cordyceps militaris whole extract"
"drug","cordyceps sinensis preparation"
"drug","coriander oil"
"drug","coriandrum sativum whole extract"
"drug","coriaria ruscifolia fruit extract"
"drug","corkwood tree leaf extract"
"drug","corn allergenic extract"
"drug","corn cob extract"
"drug","corn grain extract"
"drug","corn leaf extract"
"drug","corn oil"
"drug","corn oil peg-6 esters"
"drug","corn pollen extract"
"drug","corn silk preparation"
"drug","corn smut allergenic extract"
"drug","corn starch"
"drug","corn syrup"
"drug","cornsilk"
"drug","cornus alba whole extract"
"drug","cornus florida bark extract"
"drug","cornus nuttallii whole extract"
"drug","cornus officinalis fruit extract"
"drug","cornus officinalis whole extract"
"drug","cornus rugosa whole extract"
"drug","cornus sanguinea whole extract"
"drug","corticotropin"
"drug","corticotropin-releasing hormone"
"drug","cortisone"
"drug","cortivazol"
"drug","corydalis alpigena whole extract"
"drug","corydalis ambigua tuber extract"
"drug","corydalis ambigua whole extract"
"drug","corydalis bungeana flowering-fruiting top extract"
"drug","corydalis bungeana whole extract"
"drug","corydalis decumbens root extract"
"drug","corydalis turtschaninovii whole extract"
"drug","corydalis yanhusuo tuber extract"
"drug","corydalis yanhusuo whole extract"
"drug","corydine"
"drug","corylus americana nut oil"
"drug","corylus avellana flower bud extract"
"drug","corymbia citriodora leaf oil"
"drug","corynoxeine"
"drug","cosmos sulphureus flowering top extract"
"drug","costus root oil"
"drug","costus spicatus root extract"
"drug","cosyntropin"
"drug","cotinus coggygria leaf extract"
"drug","cotton allergenic extract"
"drug","cotton fiber allergenic extract"
"drug","cotton fiber extract"
"drug","cottonmouth venom"
"drug","cottonseed allergenic extract"
"drug","cottonseed extract"
"drug","cottonseed oil"
"drug","coumaran"
"drug","coumarin"
"drug","cow milk allergenic extract"
"drug","coxiella burnetii"
"drug","coxsackievirus a"
"drug","coxsackievirus a21"
"drug","coxsackieviruses b"
"drug","crab allergenic extract"
"drug","crack willow pollen extract"
"drug","crambe hispanica subsp. abyssinica seed oil"
"drug","crambe hispanica subsp. abyssinica whole extract"
"drug","crambe maritima leaf extract"
"drug","crambe maritima whole extract"
"drug","cranberry allergenic extract"
"drug","cranberry juice"
"drug","cranberry preparation"
"drug","cranberry seed extract"
"drug","cranberry seed oil"
"drug","crassostrea gigas shell extract"
"drug","crataegus extract"
"drug","crataegus laevigata fruit"
"drug","crataegus laevigata whole extract"
"drug","crataegus mexicana whole extract"
"drug","crataegus monogyna flower extract"
"drug","crataegus monogyna fruit extract"
"drug","crataegus monogyna leaf extract"
"drug","crataegus pinnatifida whole extract"
"drug","crateva magna bark extract"
"drug","creatine"
"drug","creatine ethyl ester"
"drug","creatinine"
"drug","creeping bentgrass pollen extract"
"drug","creosol"
"drug","creosote"
"drug","cresatin"
"drug","cresol"
"drug","crested dogstail pollen extract"
"drug","cricket allergenic extract"
"drug","crinum asiaticum whole extract"
"drug","crisaborole"
"drug","crithmum maritimum extract"
"drug","crizanlizumab"
"drug","crizotinib"
"drug","crocin"
"drug","croconazole"
"drug","crocus sativus flower extract"
"drug","crocus sativus whole extract"
"drug","crofelemer"
"drug","cromoglycate"
"drug","cromolyn"
"drug","croscarmellose"
"drug","crospovidone"
"drug","crospovidone (12 mpa.s at 5%)"
"drug","crospovidone (15 mpa.s at 5%)"
"drug","crospovidone (19 mpa.s at 5%)"
"drug","crotalidae immune f(ab')2"
"drug","crotalus adamanteus antivenin"
"drug","crotalus atrox antivenin"
"drug","crotalus durissus terrificus venom extract"
"drug","crotalus horridus horridus venom"
"drug","crotalus horridus horridus whole extract"
"drug","crotalus scutulatus antivenin"
"drug","crotamiton"
"drug","croton eluteria bark extract"
"drug","croton lechleri resin"
"drug","croton lechleri whole extract"
"drug","croton oil"
"drug","croton tiglium seed extract"
"drug","croton tiglium whole extract"
"drug","cryptenamine"
"drug","crypthecodinium cohnii dha oil"
"drug","cryptocarya agathophylla leaf oil"
"drug","cryptolepis sanguinolenta whole extract"
"drug","cryptomeria japonica bark extract"
"drug","cryptomeria japonica leaf extract"
"drug","cryptomeria japonica whole extract"
"drug","cryptosporidium parvum"
"drug","cucumaria frondosa preparation"
"drug","cucumaria sea cucumber extract"
"drug","cucumber allergenic extract"
"drug","cucumber extract"
"drug","cucumber fruit oil"
"drug","cucumber juice"
"drug","cucumber seed extract"
"drug","cucumber seed oil"
"drug","cucumis melo extract"
"drug","cucumis melo root extract"
"drug","cucumis melo var. cantalupensis whole extract"
"drug","cucumis sativus leaf extract"
"drug","cucumis sativus whole extract"
"drug","cucurbita pepo flower extract"
"drug","cucurbita pepo whole extract"
"drug","culex pipiens preparation"
"drug","cullen corylifolium fruit extract"
"drug","cullen corylifolium seed extract"
"drug","cullen corylifolium whole extract"
"drug","cultivated barley pollen extract"
"drug","cultivated mushroom allergenic extract"
"drug","cultivated mushroom extract"
"drug","cultivated oat pollen extract"
"drug","cultivated rye grass pollen extract"
"drug","cumenesulfonate"
"drug","cumin allergenic extract"
"drug","cuminaldehyde"
"drug","cuminum cyminum whole extract"
"drug","cuminyl acetaldehyde"
"drug","cupressus sempervirens bark extract"
"drug","cupressus sempervirens fruiting leafy twig extract"
"drug","cupressus sempervirens leaf extract"
"drug","cupressus sempervirens leaf oil"
"drug","cupressus sempervirens leafy twig extract"
"drug","cupressus sempervirens seed extract"
"drug","cupressus sempervirens whole extract"
"drug","cupric acetate"
"drug","cupric arsenite"
"drug","cupric carbonate basic"
"drug","cupric cation"
"drug","cupric chloride"
"drug","cupric citrate"
"drug","cupric glycinate"
"drug","cupric nitrate"
"drug","cupric oxide"
"drug","cupric sulfate, basic copper sulfate dibasic"
"drug","cupric triethanolamine"
"drug","cuprous chloride"
"drug","cuprous oxide"
"drug","curculigo orchioides root extract"
"drug","curculigo orchioides whole extract"
"drug","curcuma amada whole extract"
"drug","curcuma aromatica root extract"
"drug","curcuma aromatica root oil"
"drug","curcuma involucrata root extract"
"drug","curcuma kwangsiensis root extract"
"drug","curcuma longa leaf extract"
"drug","curcuma longa whole extract"
"drug","curcuma phaeocaulis root extract"
"drug","curcuma xanthorrhiza oil"
"drug","curcuma zedoaria leaf extract"
"drug","curcuma zedoria root extract"
"drug","curcumin"
"drug","curdlan"
"drug","cured fat, pork side bacon"
"drug","curvularia inequalis allergenic extract"
"drug","cuscuta australis seed extract"
"drug","cuscuta chinensis seed extract"
"drug","cuscuta japonica seed extract"
"drug","cuscuta reflexa extract"
"drug","cuttle fish ink"
"drug","cuttlefish preparation"
"drug","cyamemazine"
"drug","cyamopsis tetragonoloba whole extract"
"drug","cyanide"
"drug","cyanocobalamin co57"
"drug","cyanomethylacetate"
"drug","cyathea medullaris leaf extract"
"drug","cyathula officinalis root extract"
"drug","cyberlindnera jadinii rna"
"drug","cyclacillin"
"drug","cyclamate"
"drug","cyclamen aldehyde"
"drug","cyclamen purpurascens tuber extract"
"drug","cyclandelate"
"drug","cyclic amp"
"drug","cyclizine"
"drug","cycloadiphenine"
"drug","cycloastragenol"
"drug","cyclobarbital"
"drug","cyclobenzaprine"
"drug","cyclobutyrol"
"drug","cyclodextrins"
"drug","cyclododecane"
"drug","cyclodrine"
"drug","cyclofenil"
"drug","cyclohexane"
"drug","cyclohexanepropanol, 2,2,6-trimethyl-.alpha.-propyl-"
"drug","cyclohexanol"
"drug","cyclohexanone"
"drug","cyclohexyl cinnamate"
"drug","cyclomethicone"
"drug","cyclomethicone 4"
"drug","cyclomethicone 5"
"drug","cyclomethicone 6"
"drug","cyclomethicone 7"
"drug","cyclomethycaine"
"drug","cyclonium"
"drug","cyclopentamine"
"drug","cyclopentanone"
"drug","cyclopenthiazide"
"drug","cyclopentolate"
"drug","cyclophosphamide"
"drug","cyclopia intermedia leaf extract"
"drug","cyclopropanemethanol, 1-methyl-2-((1,2,2-trimethylbicyclo(3.1.0)hex-3-yl)methyl)-"
"drug","cycloserine"
"drug","cyclosporine"
"drug","cyclotetrapeptide-24 aminocyclohexane carboxylate"
"drug","cyclothiazide"
"drug","cycrimine"
"drug","cydonia oblonga leaf extract"
"drug","cydonia oblonga seed extract"
"drug","cylindrotheca fusiformis extract"
"drug","cymbidium hookerianum flower extract"
"drug","cymbopogon citratus leaf extract"
"drug","cymbopogon citratus whole extract"
"drug","cymbopogon flexuosus leaf extract"
"drug","cymbopogon flexuosus whole extract"
"drug","cymbopogon martini top extract"
"drug","cymbopogon martini whole extract"
"drug","cymbopogon nardus whole extract"
"drug","cymbopogon schoenanthus leaf extract"
"drug","cymbopogon schoenanthus oil"
"drug","cymbopogon schoenanthus top extract"
"drug","cymbopogon schoenanthus whole extract"
"drug","cymbopogon winterianus whole extract"
"drug","cymene"
"drug","cynanchum otophyllum whole extract"
"drug","cynanchum paniculatum root extract"
